item_id,author_id,duration,train_interactions_rank,video_id,channel,view_count,topic,creator_trait,prosocial,risk,appearance_comparison,opinion_comparison
96939146,1344,83,19288011,vid_96939146,creator_1344,339588,education,rural,0,0,0.06364090928664234,0.500112752076627
97360668,1344,90,19363748,vid_97360668,creator_1344,263851,education,rural,1,0,0.8313735143857098,0.41195809503410197
244954670,1350,12,19250622,vid_244954670,creator_1350,376977,news,international,1,1,0.5989785081772105,0.8705269662693842
333984778,1350,12,19250625,vid_333984778,creator_1350,376974,music,international,1,0,0.11493299705956683,0.6314189212183764
553401698,1350,20,19321236,vid_553401698,creator_1350,306363,news,international,0,0,0.0938572848233562,0.5325040664159818
399515883,1379,14,19263924,vid_399515883,creator_1379,363675,music,urban,0,0,0.9096268194365924,0.11539464217891737
292150262,1397,9,19190635,vid_292150262,creator_1397,436964,lifestyle,urban,1,0,0.6692002629380784,0.6056378893234114
163336336,1397,11,19270562,vid_163336336,creator_1397,357037,music,urban,0,0,0.8292867993167555,0.11720390568023342
327465215,1397,15,19181950,vid_327465215,creator_1397,445649,education,urban,0,0,0.8789789002822673,0.33720657556575206
150561130,1398,39,19429184,vid_150561130,creator_1398,198415,news,suburban,0,0,0.5717723520483222,0.14284196481433187
224142664,1398,55,19511277,vid_224142664,creator_1398,116322,entertainment,suburban,1,0,0.5174463517550413,0.6920736470243689
130183698,1398,55,19511276,vid_130183698,creator_1398,116323,entertainment,suburban,0,0,0.4304274103209902,0.2062521138361526
2459611,1469,18,19583866,vid_2459611,creator_1469,43733,gaming,rural,0,0,0.3169465877911193,0.391859373188026
101291404,1469,29,19494026,vid_101291404,creator_1469,133573,music,rural,0,0,0.43459596085871177,0.8956747776187787
34748183,1469,29,19494029,vid_34748183,creator_1469,133570,education,rural,0,0,0.7738796557301564,0.2043163833989703
441211194,1469,31,19592143,vid_441211194,creator_1469,35456,news,rural,1,0,0.6019234310151316,0.5078050639587791
327991963,1469,31,19592152,vid_327991963,creator_1469,35447,entertainment,rural,0,0,0.8925232899548461,0.419271661166022
91493113,1472,7,19381622,vid_91493113,creator_1472,245977,music,urban,0,0,0.4433800143791877,0.018124041045729733
325010780,1472,8,19602433,vid_325010780,creator_1472,25166,lifestyle,urban,1,0,0.607089578718754,0.7927581135728128
313943321,1473,34,19226792,vid_313943321,creator_1473,400807,sports,international,1,0,0.6313075530919887,0.06904590631459973
57057252,1478,29,19494030,vid_57057252,creator_1478,133569,gaming,rural,0,0,0.5916971623063255,0.4742550209769536
67718180,1478,30,19564807,vid_67718180,creator_1478,62792,news,rural,1,0,0.7026337730855163,0.5606782949389499
6639737,1545,5,19627590,vid_6639737,creator_1545,9,entertainment,urban,0,0,0.23743346837480628,0.6284264566145871
14404648,1545,5,19627589,vid_14404648,creator_1545,10,sports,urban,0,0,0.5123637775457907,0.6886316293078756
325758580,1545,5,19627591,vid_325758580,creator_1545,8,education,urban,1,0,0.10422480280834767,0.2532723835227151
82502491,1545,5,19627592,vid_82502491,creator_1545,7,entertainment,urban,1,1,0.38451132764481255,0.009978776658449373
596483654,1545,5,19627593,vid_596483654,creator_1545,6,news,urban,1,0,0.4876670686212644,0.723443662354912
596940315,1545,5,19627594,vid_596940315,creator_1545,5,lifestyle,urban,1,0,0.6522242595454725,0.5356565993475786
427239398,1545,5,19627596,vid_427239398,creator_1545,3,music,urban,0,0,0.9505310525862035,0.8361177032072488
137049867,1545,5,19627595,vid_137049867,creator_1545,4,news,urban,0,0,0.6006510665483559,0.8213883629006943
305611215,1545,6,19157889,vid_305611215,creator_1545,469710,gaming,urban,1,0,0.7435939161765598,0.8433261677878832
364529278,1545,6,19157884,vid_364529278,creator_1545,469715,sports,urban,0,1,0.5062660594952028,0.48509465997954015
115591454,1545,6,19157885,vid_115591454,creator_1545,469714,education,urban,1,0,0.6341040313763313,0.33362839583686565
253110381,1545,6,19157887,vid_253110381,creator_1545,469712,education,urban,1,0,0.07093221613377343,0.79155820259137
84911196,1545,6,19157886,vid_84911196,creator_1545,469713,gaming,urban,1,0,0.254391580841847,0.45129411302925493
145768999,1545,6,19157888,vid_145768999,creator_1545,469711,sports,urban,0,0,0.3618530932051387,0.1834421964034345
353479707,1545,7,19381633,vid_353479707,creator_1545,245966,entertainment,urban,0,0,0.47249335500651357,0.8549740195614743
103778477,1545,7,19381629,vid_103778477,creator_1545,245970,lifestyle,urban,0,0,0.045648745502383736,0.8825598767723473
553697379,1545,7,19381638,vid_553697379,creator_1545,245961,gaming,urban,0,0,0.14002409755331768,0.4663097561401701
499558815,1545,7,19381636,vid_499558815,creator_1545,245963,news,urban,0,0,0.2768143077913058,0.07569972730978747
41494108,1545,7,19381635,vid_41494108,creator_1545,245964,sports,urban,0,0,0.9715326909010507,0.38782608991693124
23786569,1545,7,19381623,vid_23786569,creator_1545,245976,education,urban,0,0,0.33134700710305076,0.8035376594626034
380598650,1545,7,19381624,vid_380598650,creator_1545,245975,lifestyle,urban,0,0,0.48204105811208253,0.9017740285462287
477566821,1545,7,19381627,vid_477566821,creator_1545,245972,sports,urban,0,0,0.19609771273839294,0.20347274249759584
11315663,1545,7,19381632,vid_11315663,creator_1545,245967,news,urban,0,0,0.6107800710757683,0.06697361202527152
21989700,1545,7,19381630,vid_21989700,creator_1545,245969,gaming,urban,0,0,0.2806832155159743,0.8773504531328387
285300056,1545,8,19602436,vid_285300056,creator_1545,25163,news,urban,1,0,0.20699257843842678,0.3894049389788753
85064640,1545,8,19602454,vid_85064640,creator_1545,25145,gaming,urban,0,0,0.5165726284459791,0.5417609642675633
518183447,1545,8,19602466,vid_518183447,creator_1545,25133,education,urban,0,1,0.005505799160420821,0.9680658120507589
296055717,1545,8,19602461,vid_296055717,creator_1545,25138,education,urban,0,0,0.0076640326492253275,0.06656472791422285
262388830,1545,8,19602457,vid_262388830,creator_1545,25142,music,urban,1,0,0.21906880910185778,0.6483180074520956
313740754,1545,9,19190586,vid_313740754,creator_1545,437013,music,urban,0,0,0.03672136250082114,0.07410542257486707
38313321,1545,9,19190516,vid_38313321,creator_1545,437083,education,urban,0,0,0.10802575413069138,0.3754689284665004
13552699,1545,9,19190582,vid_13552699,creator_1545,437017,lifestyle,urban,0,0,0.3388606493387516,0.8038145451934468
358504365,1545,9,19190593,vid_358504365,creator_1545,437006,news,urban,0,0,0.8025856795798129,0.4334722327556344
212046945,1545,10,19350795,vid_212046945,creator_1545,276804,lifestyle,urban,0,1,0.5720486433693008,0.9971823539029504
35848419,1545,10,19350794,vid_35848419,creator_1545,276805,news,urban,0,0,0.5126677259564164,0.5590592849466022
560601548,1545,20,19321233,vid_560601548,creator_1545,306366,sports,urban,0,0,0.29348882320812164,0.3211621526359535
137967254,1545,20,19321231,vid_137967254,creator_1545,306368,sports,urban,1,0,0.9317537194328164,0.22011132590475313
296374081,1551,38,19311942,vid_296374081,creator_1551,315657,lifestyle,suburban,1,1,0.39701504123719167,0.3505205342861618
438872484,1551,39,19429185,vid_438872484,creator_1551,198414,music,suburban,0,0,0.08709276679577149,0.3725332737595508
143471116,1551,45,19415322,vid_143471116,creator_1551,212277,education,suburban,0,1,0.6170665161178013,0.06871367772396098
155867036,1551,45,19415320,vid_155867036,creator_1551,212279,entertainment,suburban,1,0,0.11383839347660141,0.36957419942677316
470197391,1551,53,19593803,vid_470197391,creator_1551,33796,music,suburban,0,1,0.3452231428016921,0.4642385197392249
493937055,1551,60,19166897,vid_493937055,creator_1551,460702,entertainment,suburban,0,0,0.5074119387178089,0.7227377522388047
306515109,1551,100,19433909,vid_306515109,creator_1551,193690,gaming,suburban,0,1,0.8742225246851758,0.656729484721608
33499988,1557,9,19190510,vid_33499988,creator_1557,437089,education,suburban,0,0,0.49354658034011867,0.7087656552291542
429650279,1557,12,19250632,vid_429650279,creator_1557,376967,sports,suburban,1,1,0.7022587660316643,0.008363681876857099
211998310,1557,16,19447304,vid_211998310,creator_1557,180295,news,suburban,1,0,0.9928168389990704,0.21766739958053605
473598860,1557,23,19516623,vid_473598860,creator_1557,110976,lifestyle,suburban,0,0,0.13148911989798162,0.6616842883998565
366375971,1557,24,19209122,vid_366375971,creator_1557,418477,music,suburban,0,0,0.2747315255195195,0.48398936817974714
134430296,1557,25,19216121,vid_134430296,creator_1557,411478,lifestyle,suburban,0,0,0.3945760755976464,0.005313475668345946
330157153,1557,31,19592139,vid_330157153,creator_1557,35460,news,suburban,0,0,0.42182817853883137,0.8044946424318223
309302186,1557,84,19296881,vid_309302186,creator_1557,330718,sports,suburban,0,0,0.41102107526554577,0.7728095732903374
330623951,1568,16,19447291,vid_330623951,creator_1568,180308,music,urban,0,0,0.9076110025565549,0.5484191629935626
576887446,1568,26,19285656,vid_576887446,creator_1568,341943,entertainment,urban,1,0,0.7140326444668564,0.06646332577627212
164384002,1598,7,19381643,vid_164384002,creator_1598,245956,lifestyle,international,0,1,0.6079052140907037,0.7665150495325846
471701380,1598,8,19602482,vid_471701380,creator_1598,25117,lifestyle,international,0,0,0.3093727178627821,0.583713587731364
42141784,1598,9,19190508,vid_42141784,creator_1598,437091,news,international,1,1,0.8237903842212947,0.7819599771579592
218891818,1598,9,19190491,vid_218891818,creator_1598,437108,entertainment,international,1,0,0.9550605114849889,0.7517469923958404
313635828,1599,5,19627584,vid_313635828,creator_1599,15,music,rural,0,0,0.8211982825502265,0.8030020719578371
489920172,1599,5,19627585,vid_489920172,creator_1599,14,music,rural,0,0,0.0015651051914729042,0.5180080664046248
499950680,1599,5,19627586,vid_499950680,creator_1599,13,music,rural,0,0,0.636401370183407,0.140324518193515
183537176,1599,5,19627587,vid_183537176,creator_1599,12,news,rural,0,0,0.051135381442100725,0.6711574733796887
219319855,1599,5,19627588,vid_219319855,creator_1599,11,sports,rural,0,0,0.25760722033372185,0.6204737850519706
359405836,1599,5,19627583,vid_359405836,creator_1599,16,sports,rural,1,0,0.059524700347771686,0.7422531871990872
196917373,1599,6,19157882,vid_196917373,creator_1599,469717,music,rural,0,0,0.6037954529493877,0.1698810060507353
94083418,1599,6,19157881,vid_94083418,creator_1599,469718,news,rural,0,1,0.6865899134926068,0.19497519990028922
206728401,1599,6,19157883,vid_206728401,creator_1599,469716,lifestyle,rural,0,1,0.11448763806590512,0.8904095172193285
185750136,1599,6,19157880,vid_185750136,creator_1599,469719,gaming,rural,0,0,0.3838388830449795,0.7499777984520708
374020396,1599,7,19381645,vid_374020396,creator_1599,245954,news,rural,1,0,0.456236508955542,0.9082284887003229
551830617,1599,7,19381646,vid_551830617,creator_1599,245953,lifestyle,rural,1,0,0.3690530217609166,0.7587153211639207
1877952,1599,7,19381647,vid_1877952,creator_1599,245952,news,rural,0,0,0.12102500048519305,0.5971553059903019
202995467,1599,8,19602487,vid_202995467,creator_1599,25112,education,rural,0,0,0.4189477901874754,0.6541327370278737
252141119,1599,8,19602519,vid_252141119,creator_1599,25080,news,rural,0,0,0.7511780478084181,0.88912792394001
449589537,1599,9,19190465,vid_449589537,creator_1599,437134,lifestyle,rural,0,0,0.07100766453325547,0.5788067545119405
428394684,1599,9,19190449,vid_428394684,creator_1599,437150,gaming,rural,0,1,0.08018001408190345,0.6323913243283874
318667541,1599,9,19190486,vid_318667541,creator_1599,437113,lifestyle,rural,0,0,0.3547712918359842,0.15647671600360058
469428309,1599,9,19190399,vid_469428309,creator_1599,437200,entertainment,rural,0,0,0.941725711618925,0.4739212201161027
261878484,1599,10,19350791,vid_261878484,creator_1599,276808,gaming,rural,0,0,0.668572646722914,0.716397111958099
124000895,1599,11,19270565,vid_124000895,creator_1599,357034,entertainment,rural,0,0,0.6786699566725648,0.2709426983163654
340614300,1599,11,19270571,vid_340614300,creator_1599,357028,lifestyle,rural,0,0,0.36191999083786497,0.20225418052453492
163135453,1599,11,19270573,vid_163135453,creator_1599,357026,news,rural,0,1,0.5936607912085384,0.31382680822441555
273931847,1599,11,19270567,vid_273931847,creator_1599,357032,lifestyle,rural,0,0,0.010131184027743378,0.24150062799283345
430804395,1599,12,19250640,vid_430804395,creator_1599,376959,news,rural,0,1,0.6360960464095422,0.21491263703639585
346995790,1599,12,19250641,vid_346995790,creator_1599,376958,music,rural,1,0,0.9132869475762367,0.42485084286808694
525349876,1599,14,19263922,vid_525349876,creator_1599,363677,gaming,rural,0,0,0.6125734683448192,0.9078385138835341
281106897,1599,19,19441584,vid_281106897,creator_1599,186015,gaming,rural,0,0,0.873698593466345,0.5070596467387183
514437587,1599,19,19441583,vid_514437587,creator_1599,186016,news,rural,0,0,0.7239730554660938,0.18792038081532303
10424191,1607,5,19627582,vid_10424191,creator_1607,17,gaming,rural,0,1,0.12055841640369025,0.07697166938087407
159326799,1607,6,19157876,vid_159326799,creator_1607,469723,gaming,rural,0,1,0.9024533072858417,0.6961561451379252
482783353,1607,6,19157877,vid_482783353,creator_1607,469722,news,rural,0,0,0.06644384435577488,0.38279876443638783
467352191,1607,6,19157878,vid_467352191,creator_1607,469721,lifestyle,rural,1,0,0.5339674725477638,0.8218309465853593
488814440,1607,6,19157879,vid_488814440,creator_1607,469720,entertainment,rural,0,0,0.14213712379345766,0.6595107686407702
265277687,1607,7,19381649,vid_265277687,creator_1607,245950,sports,rural,0,1,0.011706610730904066,0.7962414505413685
602419025,1607,7,19381651,vid_602419025,creator_1607,245948,sports,rural,0,0,0.422034260127639,0.27194603941844875
588746358,1607,7,19381650,vid_588746358,creator_1607,245949,news,rural,0,0,0.29504070765415624,0.6923589224610581
168690447,1607,7,19381648,vid_168690447,creator_1607,245951,news,rural,0,0,0.486000493797603,0.2640619846937188
367237782,1607,8,19602531,vid_367237782,creator_1607,25068,sports,rural,1,0,0.5771998867345508,0.9390684794502916
489821346,1607,8,19602540,vid_489821346,creator_1607,25059,sports,rural,0,0,0.04373907230894736,0.6363742815333744
15142451,1607,8,19602523,vid_15142451,creator_1607,25076,news,rural,1,0,0.12300329512374564,0.3245118001753421
62728420,1607,9,19190338,vid_62728420,creator_1607,437261,sports,rural,1,1,0.5586423964504253,0.26951186229227264
129299126,1607,9,19190394,vid_129299126,creator_1607,437205,news,rural,0,0,0.34316735317265823,0.1909265850716435
233439190,1607,10,19350789,vid_233439190,creator_1607,276810,music,rural,0,0,0.729173487549448,0.6946409588937278
306436260,1607,11,19270574,vid_306436260,creator_1607,357025,music,rural,0,1,0.6522916485919397,0.2187156129979273
114560489,1607,11,19270577,vid_114560489,creator_1607,357022,entertainment,rural,0,0,0.8456043629899068,0.5953032659274891
439910191,1607,13,19349489,vid_439910191,creator_1607,278110,entertainment,rural,0,1,0.6924928266692253,0.26463502692535734
178122799,1607,13,19349495,vid_178122799,creator_1607,278104,education,rural,0,0,0.42993107739014813,0.6619689447938686
45260812,1607,14,19263912,vid_45260812,creator_1607,363687,music,rural,0,0,0.6729666223944324,0.8149397285405392
320643929,1607,16,19447281,vid_320643929,creator_1607,180318,news,rural,0,1,0.2753811742554185,0.7780252431446532
220936867,1607,16,19447279,vid_220936867,creator_1607,180320,gaming,rural,1,0,0.3063134987782127,0.7608513309307817
328029794,1607,17,19184381,vid_328029794,creator_1607,443218,education,rural,0,0,0.7889851599207933,0.18772240569225207
118143751,1607,22,19385336,vid_118143751,creator_1607,242263,lifestyle,rural,1,0,0.4464195164015822,0.08838494698451871
477492440,1607,28,19424885,vid_477492440,creator_1607,202714,entertainment,rural,0,0,0.7983803405183525,0.6989488284873856
358440014,1620,24,19209112,vid_358440014,creator_1620,418487,news,suburban,0,0,0.8224223736682784,0.3683472137943513
496363469,1620,55,19511274,vid_496363469,creator_1620,116325,gaming,suburban,0,0,0.8575623376612838,0.4323462264033473
64607962,1645,14,19263911,vid_64607962,creator_1645,363688,news,international,0,1,0.9166352358412073,0.031149092793391064
577349793,1669,10,19350783,vid_577349793,creator_1669,276816,gaming,urban,1,0,0.43098522051329624,0.2595764492750492
35978730,1669,16,19447278,vid_35978730,creator_1669,180321,music,urban,1,0,0.31886681832113883,0.03367640387446402
137725101,1669,24,19209107,vid_137725101,creator_1669,418492,education,urban,1,0,0.5821987465941139,0.8791857726012476
142079089,1669,27,19358232,vid_142079089,creator_1669,269367,gaming,urban,0,0,0.3711724234376276,0.24339668321853047
139461232,1669,32,19461145,vid_139461232,creator_1669,166454,sports,urban,0,0,0.601074166800233,0.557337169573008
104272673,1669,41,19563782,vid_104272673,creator_1669,63817,music,urban,1,1,0.7055858626438246,0.03897932066113041
187017931,1669,52,19609655,vid_187017931,creator_1669,17944,entertainment,urban,1,0,0.6884050184921369,0.6668473913056581
350053685,1708,19,19441581,vid_350053685,creator_1708,186018,sports,suburban,1,0,0.37455288702012135,0.32302734575409386
398411293,1708,23,19516615,vid_398411293,creator_1708,110984,entertainment,suburban,0,0,0.16686020169875282,0.8979191869576658
519858023,1708,27,19358235,vid_519858023,creator_1708,269364,music,suburban,0,0,0.43052933846220753,0.8881181889340358
307005752,1708,43,19318459,vid_307005752,creator_1708,309140,entertainment,suburban,1,0,0.14259414408190874,0.3252906183617478
79969929,1715,7,19381652,vid_79969929,creator_1715,245947,news,rural,0,0,0.8900970351838083,0.9009608956904679
248093317,1715,8,19602544,vid_248093317,creator_1715,25055,sports,rural,1,1,0.3458774607378574,0.9961576734987788
346429856,1715,17,19184390,vid_346429856,creator_1715,443209,news,rural,1,0,0.15445974722332378,0.8254156641239481
230778571,1715,23,19516605,vid_230778571,creator_1715,110994,education,rural,0,0,0.025447759905750877,0.844871347755229
225411925,1715,35,19311922,vid_225411925,creator_1715,315677,news,rural,1,0,0.6458223862864843,0.2490087361090899
395320698,1739,22,19385343,vid_395320698,creator_1739,242256,education,rural,1,0,0.6369023174547432,0.5767023988577563
61012591,1739,28,19424889,vid_61012591,creator_1739,202710,music,rural,0,0,0.34060416658129167,0.06725591396736785
28288212,1739,33,19343230,vid_28288212,creator_1739,284369,entertainment,rural,1,0,0.071711888847651,0.09491793682166971
4722463,1739,58,19366347,vid_4722463,creator_1739,261252,music,rural,0,0,0.409628894895232,0.9988926120332906
510592247,1739,89,19347514,vid_510592247,creator_1739,280085,gaming,rural,1,0,0.3112174950633936,0.32663924942591094
246119005,1739,144,19551422,vid_246119005,creator_1739,76177,entertainment,rural,0,0,0.6771206397350094,0.7481839120488464
368048035,1751,5,19627581,vid_368048035,creator_1751,18,education,suburban,1,0,0.6057792494526903,0.8066650530268165
322296439,1751,6,19157874,vid_322296439,creator_1751,469725,sports,suburban,0,1,0.36459372819754,0.8580232710072292
375563550,1751,6,19157875,vid_375563550,creator_1751,469724,education,suburban,0,1,0.2178925542549901,0.9976282974021565
97981690,1751,7,19381655,vid_97981690,creator_1751,245944,news,suburban,1,0,0.9880359661555919,0.24149648525686784
456699666,1751,8,19602548,vid_456699666,creator_1751,25051,education,suburban,0,1,0.45400162119611487,0.04035082685969971
469616010,1751,8,19602546,vid_469616010,creator_1751,25053,news,suburban,0,0,0.688274235780237,0.411191517994586
414341671,1751,9,19190282,vid_414341671,creator_1751,437317,entertainment,suburban,1,0,0.14055296757836078,0.13008066982894695
89051614,1751,9,19190279,vid_89051614,creator_1751,437320,music,suburban,1,0,0.4855896996593978,0.022425889162055124
370252802,1751,11,19270579,vid_370252802,creator_1751,357020,education,suburban,0,0,0.027536719869465487,0.3604268271414861
54275112,1751,12,19250646,vid_54275112,creator_1751,376953,entertainment,suburban,0,0,0.50545511791045,0.7837382510752364
370838390,1751,14,19263876,vid_370838390,creator_1751,363723,sports,suburban,0,1,0.9640174071177023,0.5661806912250709
15130708,1751,14,19263862,vid_15130708,creator_1751,363737,education,suburban,0,0,0.3842067129858002,0.31277798921035405
367015693,1751,19,19441580,vid_367015693,creator_1751,186019,lifestyle,suburban,0,0,0.03899601257491159,0.6543420054927197
93348123,1751,21,19198544,vid_93348123,creator_1751,429055,education,suburban,0,0,0.03095579091934353,0.23201818030881072
66776753,1751,29,19494033,vid_66776753,creator_1751,133566,lifestyle,suburban,1,1,0.3879867599468695,0.014381446072085025
435272603,1753,16,19447277,vid_435272603,creator_1753,180322,gaming,rural,1,0,0.16002493646319405,0.7643533864364274
584138657,1753,24,19209087,vid_584138657,creator_1753,418512,education,rural,1,0,0.023352096328185912,0.6237430848640091
274798181,1763,10,19350780,vid_274798181,creator_1763,276819,gaming,suburban,0,0,0.7562136139501768,0.76230262450096
518297162,1763,12,19250647,vid_518297162,creator_1763,376952,news,suburban,0,0,0.4585230088818907,0.03893801668766561
113898115,1763,14,19263847,vid_113898115,creator_1763,363752,sports,suburban,0,1,0.2892447719726545,0.8371196278306522
195491148,1763,14,19263851,vid_195491148,creator_1763,363748,news,suburban,0,1,0.9000831830164807,0.6195262000363033
380059891,1763,14,19263843,vid_380059891,creator_1763,363756,gaming,suburban,0,0,0.11613896020052561,0.5633953507126401
122272758,1763,14,19263857,vid_122272758,creator_1763,363742,entertainment,suburban,1,1,0.9559188289553192,0.6246140481145316
440908262,1763,15,19181956,vid_440908262,creator_1763,445643,gaming,suburban,0,0,0.3139667173773528,0.8644332468683641
428341393,1763,15,19181960,vid_428341393,creator_1763,445639,sports,suburban,0,1,0.8884036723086812,0.5869365065589071
392991675,1763,16,19447276,vid_392991675,creator_1763,180323,education,suburban,0,0,0.6029428764794615,0.5809503798881793
11182266,1763,17,19184404,vid_11182266,creator_1763,443195,lifestyle,suburban,1,0,0.8267073597414875,0.9906791570657658
10431666,1763,17,19184391,vid_10431666,creator_1763,443208,sports,suburban,0,0,0.9840131632104643,0.756730167068568
81521601,1763,18,19583865,vid_81521601,creator_1763,43734,gaming,suburban,0,0,0.2884054378187457,0.4422938054511353
480255931,1763,19,19441578,vid_480255931,creator_1763,186021,gaming,suburban,0,0,0.961135485407593,0.7073970000329277
557767146,1763,20,19321226,vid_557767146,creator_1763,306373,education,suburban,1,0,0.38948189490242036,0.3892304716917885
416095884,1763,20,19321230,vid_416095884,creator_1763,306369,sports,suburban,0,0,0.3855119047369223,0.228875462483499
598844251,1763,21,19198542,vid_598844251,creator_1763,429057,education,suburban,1,0,0.3403871042545057,0.5968518768877594
68444855,1763,23,19516596,vid_68444855,creator_1763,111003,entertainment,suburban,1,0,0.5414076073475852,0.9281820981139515
96719892,1763,27,19358236,vid_96719892,creator_1763,269363,gaming,suburban,0,0,0.1541450431784871,0.9291395200154627
449994028,1763,28,19424890,vid_449994028,creator_1763,202709,music,suburban,0,1,0.5537114853580112,0.3419052781054903
474019773,1763,30,19564811,vid_474019773,creator_1763,62788,gaming,suburban,1,0,0.541704812410004,0.527677466221695
76230210,1763,31,19592134,vid_76230210,creator_1763,35465,news,suburban,0,0,0.76190181260487,0.2116358985698612
98439575,1763,32,19461122,vid_98439575,creator_1763,166477,sports,suburban,0,0,0.8336499619375856,0.9956311094988834
95882403,1763,32,19461120,vid_95882403,creator_1763,166479,music,suburban,1,1,0.44044135031242404,0.9811179078679357
219147735,1763,33,19343229,vid_219147735,creator_1763,284370,entertainment,suburban,1,0,0.30233324935149375,0.6495089297074473
99455783,1763,33,19343228,vid_99455783,creator_1763,284371,lifestyle,suburban,1,0,0.25933489731709447,0.8044140596774734
15191726,1763,37,19185951,vid_15191726,creator_1763,441648,sports,suburban,1,1,0.19462383670487193,0.7151001612837
408878497,1763,37,19185957,vid_408878497,creator_1763,441642,entertainment,suburban,0,1,0.05764758219902488,0.5931582190394682
589510928,1763,37,19185963,vid_589510928,creator_1763,441636,music,suburban,0,0,0.34244797883471334,0.053347996988897695
126629305,1763,38,19311952,vid_126629305,creator_1763,315647,entertainment,suburban,1,0,0.27024769213078326,0.45476434255266107
295298865,1763,38,19311978,vid_295298865,creator_1763,315621,sports,suburban,0,0,0.9664173858664074,0.6747863021674105
8481245,1763,40,19558954,vid_8481245,creator_1763,68645,news,suburban,0,1,0.5577088262500439,0.6775316138836847
194039476,1763,42,19437032,vid_194039476,creator_1763,190567,sports,suburban,1,0,0.34727703903050755,0.3731226184223836
307439865,1763,44,19200033,vid_307439865,creator_1763,427566,education,suburban,0,0,0.580467600993696,0.9416919866580306
120650676,1763,45,19415333,vid_120650676,creator_1763,212266,sports,suburban,0,1,0.1391967013456955,0.167357032236781
20831325,1763,52,19609656,vid_20831325,creator_1763,17943,sports,suburban,0,0,0.4440437492022029,0.5003594462155606
440119648,1763,54,19550648,vid_440119648,creator_1763,76951,lifestyle,suburban,0,0,0.6262343214210638,0.6908839765508228
424322005,1763,57,19421290,vid_424322005,creator_1763,206309,music,suburban,0,0,0.4888978317924514,0.6971358058918092
300644223,1763,59,19293212,vid_300644223,creator_1763,334387,gaming,suburban,0,0,0.40177880065432425,0.6486389567688156
593579506,1763,60,19166895,vid_593579506,creator_1763,460704,music,suburban,0,0,0.9938483888996982,0.27528821345186016
13340509,1763,62,19509010,vid_13340509,creator_1763,118589,lifestyle,suburban,0,0,0.880314762148927,0.15620656868662197
534601346,1763,64,19583211,vid_534601346,creator_1763,44388,news,suburban,1,0,0.6234059581594401,0.6359403268267109
587390069,1763,74,19188674,vid_587390069,creator_1763,438925,lifestyle,suburban,0,0,0.5693773611822828,0.5993021161394377
252128871,1763,78,19236096,vid_252128871,creator_1763,391503,news,suburban,1,1,0.620660479824584,0.17935601028924097
315476460,1763,78,19236098,vid_315476460,creator_1763,391501,news,suburban,0,0,0.20131210782243325,0.7051391455705633
20288276,1763,90,19363753,vid_20288276,creator_1763,263846,music,suburban,0,1,0.3951377432643186,0.4551719917336564
413406953,1763,90,19363754,vid_413406953,creator_1763,263845,gaming,suburban,1,0,0.03945953289089932,0.6677605916031529
174485254,1763,129,19523945,vid_174485254,creator_1763,103654,entertainment,suburban,0,1,0.47554603748682667,0.8373670797701507
340546928,1808,6,19157873,vid_340546928,creator_1808,469726,lifestyle,suburban,1,0,0.5430245839576632,0.16972842857692316
561824980,1808,6,19157872,vid_561824980,creator_1808,469727,gaming,suburban,0,0,0.2277497361032096,0.01914486799683668
164924822,1808,7,19381656,vid_164924822,creator_1808,245943,news,suburban,1,0,0.9640288471655137,0.7791025863957868
124498332,1808,7,19381657,vid_124498332,creator_1808,245942,education,suburban,0,1,0.909454610937242,0.6096974251526159
231272020,1808,7,19381658,vid_231272020,creator_1808,245941,sports,suburban,1,0,0.7221432354559059,0.6996395696221217
607063645,1808,8,19602614,vid_607063645,creator_1808,24985,entertainment,suburban,0,0,0.5333866287653626,0.8381549749886426
351769489,1808,9,19190250,vid_351769489,creator_1808,437349,education,suburban,1,0,0.869969159647685,0.8028109348245005
2790760,1808,10,19350770,vid_2790760,creator_1808,276829,music,suburban,0,1,0.1306523438234629,0.9609201469288247
167685886,1808,12,19250654,vid_167685886,creator_1808,376945,education,suburban,0,0,0.790509794274885,0.5359350788521182
373266018,1808,12,19250651,vid_373266018,creator_1808,376948,music,suburban,1,0,0.1248208139668483,0.48849563265990537
15678305,1808,12,19250674,vid_15678305,creator_1808,376925,sports,suburban,0,0,0.7942106625494054,0.4018871998907301
111200560,1808,13,19349377,vid_111200560,creator_1808,278222,gaming,suburban,0,1,0.27576756825135695,0.15369104284420454
64215148,1808,13,19349327,vid_64215148,creator_1808,278272,music,suburban,0,0,0.8770905810181889,0.5726072328820224
147948756,1808,17,19184405,vid_147948756,creator_1808,443194,music,suburban,0,0,0.9440420938253978,0.2770125243259788
378877078,1808,17,19184415,vid_378877078,creator_1808,443184,gaming,suburban,0,0,0.14879596940511564,0.9213075122129755
293940195,1808,35,19311927,vid_293940195,creator_1808,315672,music,suburban,0,0,0.4626756050653935,0.5831908042770976
463551943,1808,43,19318448,vid_463551943,creator_1808,309151,news,suburban,1,0,0.9809873781626851,0.5928401805081102
400123946,1808,43,19318455,vid_400123946,creator_1808,309144,music,suburban,0,0,0.4834074359731466,0.35492466087701
372782038,1808,47,19164180,vid_372782038,creator_1808,463419,education,suburban,0,0,0.8635475225145451,0.05198935197770749
